Numéro de support,Date de mise en service,Exploitant,Azimut,Hauteur / sol,Type service,Système,Début,Fin,Unité,Longitude,Latitude
39207,2017-08-03,SFR,240.0,30.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.330277777777778,48.84722222222222
39207,2018-05-18,SFR,0.0,30.0,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.330277777777778,48.84722222222222
39207,2018-05-18,SFR,120.0,30.0,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.330277777777778,48.84722222222222
39207,2018-05-18,SFR,240.0,30.0,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.330277777777778,48.84722222222222
39207,2020-09-07,SFR,0.0,30.0,TEL MOBILE,4.0,758.0,763.0,MHz,2.330277777777778,48.84722222222222
39207,2020-09-07,SFR,120.0,30.0,TEL MOBILE,4.0,758.0,763.0,MHz,2.330277777777778,48.84722222222222
39207,2020-09-07,SFR,240.0,30.0,TEL MOBILE,4.0,758.0,763.0,MHz,2.330277777777778,48.84722222222222
39207,2021-04-07,SFR,0.0,29.4,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.330277777777778,48.84722222222222
39207,2021-04-07,SFR,120.0,29.4,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.330277777777778,48.84722222222222
39207,2021-04-07,SFR,240.0,29.4,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.330277777777778,48.84722222222222
39475,2013-12-11,SFR,120.0,36.5,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.269722222222222,48.84944444444445
39475,2013-12-11,SFR,240.0,36.5,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.269722222222222,48.84944444444445
39475,2013-12-11,SFR,350.0,36.5,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.269722222222222,48.84944444444445
39475,2014-01-07,SFR,120.0,36.5,TEL MOBILE,5.0,801.0,811.0,MHz,2.269722222222222,48.84944444444445
39475,2014-01-07,SFR,240.0,36.5,TEL MOBILE,5.0,801.0,811.0,MHz,2.269722222222222,48.84944444444445
39475,2014-01-07,SFR,350.0,36.5,TEL MOBILE,5.0,801.0,811.0,MHz,2.269722222222222,48.84944444444445
39475,2014-02-17,SFR,120.0,36.5,TEL MOBILE,1.0,951.2,959.9,MHz,2.269722222222222,48.84944444444445
39475,2014-02-17,SFR,240.0,36.5,TEL MOBILE,1.0,951.2,959.9,MHz,2.269722222222222,48.84944444444445
39475,2014-02-17,SFR,350.0,36.5,TEL MOBILE,1.0,951.2,959.9,MHz,2.269722222222222,48.84944444444445
39475,2015-02-25,SFR,120.0,36.5,TEL MOBILE,2.0,951.2,959.9,MHz,2.269722222222222,48.84944444444445
39475,2015-02-25,SFR,240.0,36.5,TEL MOBILE,2.0,951.2,959.9,MHz,2.269722222222222,48.84944444444445
39475,2015-02-25,SFR,350.0,36.5,TEL MOBILE,2.0,951.2,959.9,MHz,2.269722222222222,48.84944444444445
39475,2016-10-20,SFR,120.0,36.5,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.269722222222222,48.84944444444445
39475,2016-10-20,SFR,240.0,36.5,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.269722222222222,48.84944444444445
39475,2016-10-20,SFR,350.0,36.5,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.269722222222222,48.84944444444445
39475,2018-06-27,SFR,120.0,36.5,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.269722222222222,48.84944444444445
39475,2018-06-27,SFR,240.0,36.5,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.269722222222222,48.84944444444445
39475,2018-06-27,SFR,350.0,36.5,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.269722222222222,48.84944444444445
39475,2020-08-20,SFR,120.0,36.5,TEL MOBILE,4.0,758.0,763.0,MHz,2.269722222222222,48.84944444444445
39475,2020-08-20,SFR,240.0,36.5,TEL MOBILE,4.0,758.0,763.0,MHz,2.269722222222222,48.84944444444445
39475,2020-08-20,SFR,350.0,36.5,TEL MOBILE,4.0,758.0,763.0,MHz,2.269722222222222,48.84944444444445
39475,2021-05-28,SFR,350.0,35.8,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.269722222222222,48.84944444444445
39475,2021-05-28,SFR,120.0,35.8,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.269722222222222,48.84944444444445
39475,2021-05-28,SFR,240.0,35.8,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.269722222222222,48.84944444444445
42907,1999-06-17,SFR,360.0,3.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,360.0,6.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,360.0,6.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,360.0,6.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,360.0,6.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,360.0,9.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,360.0,9.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,360.0,9.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,360.0,12.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,290.0,6.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,110.0,6.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,1999-06-17,SFR,110.0,9.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,3.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,6.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,6.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,6.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,6.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,9.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,9.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,9.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,360.0,12.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,290.0,6.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,110.0,6.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2015-05-07,SFR,110.0,9.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,3.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,3.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,3.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,9.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,12.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,12.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,12.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,3.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,3.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,3.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,3.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,3.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,360.0,6.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,290.0,6.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,290.0,6.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,290.0,6.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,110.0,6.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,110.0,6.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,110.0,6.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,110.0,9.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,110.0,9.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2375,48.89055555555556
42907,2019-01-11,SFR,110.0,9.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2375,48.89055555555556
54947,2019-09-24,ORANGE,140.0,6.3,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.2511111111111113,48.888333333333335
54947,2019-09-24,ORANGE,330.0,5.3,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.2511111111111113,48.888333333333335
54947,2019-10-10,ORANGE,140.0,6.3,TEL MOBILE,5.0,811.0,821.0,MHz,2.2511111111111113,48.888333333333335
54947,2019-10-10,ORANGE,330.0,5.3,TEL MOBILE,5.0,811.0,821.0,MHz,2.2511111111111113,48.888333333333335
54949,2020-02-27,ORANGE,90.0,4.0,TEL MOBILE,5.0,811.0,821.0,MHz,2.250277777777778,48.8875
54949,2020-02-27,ORANGE,250.0,4.0,TEL MOBILE,5.0,811.0,821.0,MHz,2.250277777777778,48.8875
54949,2020-03-30,ORANGE,90.0,4.0,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.250277777777778,48.8875
54949,2020-03-30,ORANGE,250.0,4.0,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.250277777777778,48.8875
57935,2014-06-20,ORANGE,270.0,17.6,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.3905555555555553,48.881388888888885
57935,2014-06-20,ORANGE,160.0,17.6,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.3905555555555553,48.881388888888885
57935,2014-06-20,ORANGE,30.0,17.6,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.3905555555555553,48.881388888888885
57935,2017-06-16,ORANGE,270.0,17.6,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3905555555555553,48.881388888888885
57935,2017-06-16,ORANGE,160.0,17.6,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3905555555555553,48.881388888888885
57935,2017-06-16,ORANGE,30.0,17.6,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3905555555555553,48.881388888888885
57935,2018-11-21,ORANGE,270.0,17.6,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.3905555555555553,48.881388888888885
57935,2018-11-21,ORANGE,160.0,17.6,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.3905555555555553,48.881388888888885
57935,2018-11-21,ORANGE,30.0,17.6,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.3905555555555553,48.881388888888885
57935,2020-08-27,ORANGE,270.0,17.6,TEL MOBILE,5.0,811.0,821.0,MHz,2.3905555555555553,48.881388888888885
57935,2020-08-27,ORANGE,160.0,17.6,TEL MOBILE,5.0,811.0,821.0,MHz,2.3905555555555553,48.881388888888885
57935,2020-08-27,ORANGE,30.0,17.6,TEL MOBILE,5.0,811.0,821.0,MHz,2.3905555555555553,48.881388888888885
103835,2014-04-16,ORANGE,0.0,32.3,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.2688888888888887,48.841388888888886
103835,2014-04-16,ORANGE,120.0,31.6,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.2688888888888887,48.841388888888886
103835,2014-04-16,ORANGE,260.0,32.3,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.2688888888888887,48.841388888888886
103835,2014-10-14,ORANGE,0.0,32.3,TEL MOBILE,5.0,811.0,821.0,MHz,2.2688888888888887,48.841388888888886
103835,2014-10-14,ORANGE,120.0,31.6,TEL MOBILE,5.0,811.0,821.0,MHz,2.2688888888888887,48.841388888888886
103835,2014-10-14,ORANGE,260.0,32.3,TEL MOBILE,5.0,811.0,821.0,MHz,2.2688888888888887,48.841388888888886
103835,2016-10-14,ORANGE,0.0,32.3,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.2688888888888887,48.841388888888886
103835,2016-10-14,ORANGE,120.0,31.6,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.2688888888888887,48.841388888888886
103835,2016-10-14,ORANGE,260.0,32.3,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.2688888888888887,48.841388888888886
103835,2018-11-21,ORANGE,0.0,32.3,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.2688888888888887,48.841388888888886
103835,2018-11-21,ORANGE,120.0,31.6,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.2688888888888887,48.841388888888886
103835,2018-11-21,ORANGE,260.0,32.3,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.2688888888888887,48.841388888888886
103835,2023-02-27,ORANGE,0.0,34.4,TEL MOBILE,9.0,3710.0,3800.0,MHz,2.2688888888888887,48.841388888888886
103835,2023-02-27,ORANGE,120.0,33.1,TEL MOBILE,9.0,3710.0,3800.0,MHz,2.2688888888888887,48.841388888888886
103835,2023-02-27,ORANGE,260.0,34.4,TEL MOBILE,9.0,3710.0,3800.0,MHz,2.2688888888888887,48.841388888888886
103929,1999-04-13,ORANGE,53.0,30.1,TEL MOBILE,1.0,934.9,943.6,MHz,2.3938888888888887,48.848333333333336
103929,1999-04-13,ORANGE,150.0,28.3,TEL MOBILE,1.0,934.9,943.6,MHz,2.3938888888888887,48.848333333333336
103929,1999-04-13,ORANGE,270.0,28.3,TEL MOBILE,1.0,934.9,943.6,MHz,2.3938888888888887,48.848333333333336
103929,2014-12-08,ORANGE,53.0,30.1,TEL MOBILE,2.0,934.9,943.6,MHz,2.3938888888888887,48.848333333333336
103929,2014-12-08,ORANGE,150.0,28.3,TEL MOBILE,2.0,934.9,943.6,MHz,2.3938888888888887,48.848333333333336
103929,2014-12-08,ORANGE,270.0,28.3,TEL MOBILE,2.0,934.9,943.6,MHz,2.3938888888888887,48.848333333333336
103929,2016-11-30,ORANGE,53.0,30.1,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.3938888888888887,48.848333333333336
103929,2016-11-30,ORANGE,150.0,28.3,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.3938888888888887,48.848333333333336
103929,2016-11-30,ORANGE,270.0,28.3,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.3938888888888887,48.848333333333336
103929,2016-12-12,ORANGE,53.0,30.1,TEL MOBILE,5.0,811.0,821.0,MHz,2.3938888888888887,48.848333333333336
103929,2016-12-12,ORANGE,150.0,28.3,TEL MOBILE,5.0,811.0,821.0,MHz,2.3938888888888887,48.848333333333336
103929,2016-12-12,ORANGE,270.0,28.3,TEL MOBILE,5.0,811.0,821.0,MHz,2.3938888888888887,48.848333333333336
103929,2017-10-23,ORANGE,53.0,30.1,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3938888888888887,48.848333333333336
103929,2017-10-23,ORANGE,150.0,28.3,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3938888888888887,48.848333333333336
103929,2017-10-23,ORANGE,270.0,28.3,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3938888888888887,48.848333333333336
103929,2018-09-26,ORANGE,53.0,30.1,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.3938888888888887,48.848333333333336
103929,2018-09-26,ORANGE,150.0,28.3,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.3938888888888887,48.848333333333336
103929,2018-09-26,ORANGE,270.0,28.3,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.3938888888888887,48.848333333333336
104151,2020-12-30,ORANGE,360.0,7.1,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.330277777777778,48.85916666666667
104151,2020-12-30,ORANGE,360.0,7.1,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.330277777777778,48.85916666666667
104159,1999-05-18,ORANGE,270.0,38.0,TEL MOBILE,1.0,934.9,943.6,MHz,2.3725,48.855
104159,1999-05-18,ORANGE,150.0,38.0,TEL MOBILE,1.0,934.9,943.6,MHz,2.3725,48.855
104159,1999-05-18,ORANGE,20.0,38.0,TEL MOBILE,1.0,934.9,943.6,MHz,2.3725,48.855
104159,2018-03-28,ORANGE,270.0,38.0,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3725,48.855
104159,2018-03-28,ORANGE,150.0,38.0,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3725,48.855
104159,2018-03-28,ORANGE,20.0,38.0,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.3725,48.855
104159,2020-02-10,ORANGE,270.0,38.0,TEL MOBILE,2.0,934.9,943.6,MHz,2.3725,48.855
104159,2020-02-10,ORANGE,150.0,38.0,TEL MOBILE,2.0,934.9,943.6,MHz,2.3725,48.855
104159,2020-02-10,ORANGE,20.0,38.0,TEL MOBILE,2.0,934.9,943.6,MHz,2.3725,48.855
107832,2019-05-23,ORANGE,35.0,9.0,TEL MOBILE,5.0,811.0,821.0,MHz,2.242777777777778,48.87888888888889
